adaptation_id,experiment_run_id,task_code,learner_code,target_attempt_number,support_level,generation_method,child_instruction,word_count,answer_format,provider,model_name,processing_time_ms,estimated_cost,created_at
4e63869c-0c78-43ba-a903-ec1e1be3e12d,ff7bb376-21a5-4001-a934-5b641ddc16a7,TASK-ENG-001,CHILD-001,1,moderate,rule,"First, pack your crayons in the box.",7,tap_and_place,local_template,rule_engine_v1,3,0.0,2026-09-16T18:03:23.614205
9a35fa24-44fa-447f-869a-69c31c361ac2,b15e8ce5-0efc-411a-aed4-07571a738786,TASK-ENG-001,CHILD-001,1,moderate,rule,"First, pack your crayons in the box.",7,tap_and_place,local_template,rule_engine_v1,1,0.0,2026-09-16T18:04:15.547120
1296e149-1a55-43ab-987d-2d94399705e1,93f2c2cb-5144-4232-976b-35b891add344,TASK-ENG-001,CHILD-001,1,moderate,rule,"First, pack your crayons in the box.",7,tap_and_place,local_template,rule_engine_v1,5,0.0,2026-09-16T18:05:14.862481
798618ee-863b-45ad-b9af-826a704ee953,93f2c2cb-5144-4232-976b-35b891add344,TASK-ENG-001,CHILD-001,2,strong,rule,Put the paper in the green bin.,7,tap_and_place,local_template,rule_engine_v1,0,0.0,2026-09-16T18:05:14.912314
a8d302d2-9bbf-4b57-9c53-371374589dbc,446751c0-75a9-4401-9a0c-114f8613f127,TASK-ENG-001,CHILD-001,1,moderate,rule,"First, pack your crayons in the box.",7,tap_and_place,local_template,rule_engine_v1,2,0.0,2026-09-16T18:12:25.006528
d31390c8-289d-4356-9aab-b733af3db733,446751c0-75a9-4401-9a0c-114f8613f127,TASK-ENG-001,CHILD-001,2,strong,rule,Put the paper in the green bin.,7,tap_and_place,local_template,rule_engine_v1,0,0.0,2026-09-16T18:12:25.028628
de9e94ed-749f-406a-8eb8-4ca19e8b4d90,40d1440f-2415-4b35-984a-3164a17bb507,TASK-ENG-001,CHILD-001,1,moderate,rule,"First, pack your crayons in the box.",7,tap_and_place,local_template,rule_engine_v1,1,0.0,2026-09-17T13:44:18.100977
8a6dc24a-ee70-44a9-8028-29b26c0c62c2,40d1440f-2415-4b35-984a-3164a17bb507,TASK-ENG-001,CHILD-001,2,strong,rule,Put the paper in the green bin.,7,tap_and_place,local_template,rule_engine_v1,0,0.0,2026-09-17T13:44:18.128117
07f085c0-48f6-48d2-8ec3-fa55e465e426,95a08420-6e0c-4f14-8504-48be70249ca8,TASK-ENG-001,CHILD-001,1,moderate,rule,"First, pack your crayons in the box.",7,tap_and_place,local_template,rule_engine_v1,5,0.0,2026-09-17T13:46:29.366292
f67bc303-263f-4d7d-85cc-b6a3ee9c60b8,95a08420-6e0c-4f14-8504-48be70249ca8,TASK-ENG-001,CHILD-001,2,strong,rule,Put the paper in the green bin.,7,tap_and_place,local_template,rule_engine_v1,0,0.0,2026-09-17T13:46:29.394589
3d0e24a9-bf19-44fa-bb98-d18e633baa53,f3bc87ea-203a-478f-ba6c-f92fe6b4fcbd,TASK-ENG-001,CHILD-001,1,moderate,rule,"First, pack your crayons in the box.",7,tap_and_place,local_template,rule_engine_v1,3,0.0,2026-09-17T13:49:54.719785
11007fae-09b2-4f10-8802-2c176a5daf1e,f3bc87ea-203a-478f-ba6c-f92fe6b4fcbd,TASK-ENG-001,CHILD-001,2,strong,rule,Put the paper in the green bin.,7,tap_and_place,local_template,rule_engine_v1,0,0.0,2026-09-17T13:49:54.750384
f5da0d4a-45f7-4d72-be60-2e1d7433e766,159a3830-1ced-4076-8cbe-97c5d5321b6e,TASK-ENG-001,CHILD-001,1,moderate,rule,"First, pack your crayons in the box.",7,tap_and_place,local_template,rule_engine_v1,2,0.0,2026-09-17T13:53:04.541794
9db97810-4ea2-4951-83cd-6c26dce062af,159a3830-1ced-4076-8cbe-97c5d5321b6e,TASK-ENG-001,CHILD-001,2,strong,rule,Put the paper in the green bin.,7,tap_and_place,local_template,rule_engine_v1,0,0.0,2026-09-17T13:53:04.569025
a4fca76d-aa84-43be-a83a-d38094725df5,f39476f9-a435-40ff-8f0b-55b7ffccc2a2,TASK-ENG-003,CHILD-004,1,moderate,rule,Tell apart between the items by placing all the large.,10,speech,local_template,rule_engine_v1,7,0.0,2026-09-17T14:04:40.116569
381fb8d0-71db-466c-89b8-d1fcfa948490,c3de7838-05e6-439c-bb34-9963f8cbde25,TASK-ENG-001,CHILD-001,1,moderate,rule,"First, put your crayons in the box.",7,tap_and_place,local_template,rule_engine_v1,3,0.0,2026-09-17T14:12:22.855452
09b710e1-d606-44eb-b3c4-5112ab750173,c3de7838-05e6-439c-bb34-9963f8cbde25,TASK-ENG-001,CHILD-001,2,strong,rule,Put the paper in the green bin.,7,tap_and_place,local_template,rule_engine_v1,2,0.0,2026-09-17T14:12:22.881096
f115a0cf-2c27-4234-9ed9-57372c089291,94f1f832-b65d-498e-a769-c4157664f810,TASK-ENG-001,CHILD-001,1,moderate,rule,"First, put your crayons in the box.",7,tap_and_place,local_template,rule_engine_v1,2,0.0,2026-09-17T14:24:08.990735
1d6772a5-a59d-474d-9d65-ad206aafab6c,94f1f832-b65d-498e-a769-c4157664f810,TASK-ENG-001,CHILD-001,2,strong,rule,Put the paper in the green bin.,7,tap_and_place,local_template,rule_engine_v1,2,0.0,2026-09-17T14:24:09.020241
4489f562-af97-4d19-9d7b-c11c73f4d9d7,c1159e6e-8103-46f1-ac7f-55715bf70198,TASK-ENG-001,CHILD-001,1,moderate,fallback,"First, put your crayons in the box.",7,tap_and_place,local_fallback_template,rule_fallback_v1,2,0.0,2026-09-17T14:28:21.987874
2f3050bf-e271-4eb1-a84c-281a147a2910,900d41df-7006-4b4b-98cb-75cb0c24f3f3,TASK-ENG-002,CHILD-001,1,moderate,rule,Put each animal in its home.,6,drag_and_drop,local_template,rule_engine_v1,1,0.0,2026-09-17T14:28:22.087281
00806727-6a0f-4e25-b7ce-4c29c720a392,e768e711-0d8e-40c8-85ef-edb3eca6a4bd,TASK-ENG-002,CHILD-003,1,mild,rule,Put each animal in its home.,6,drag_and_drop,local_template,rule_engine_v1,1,0.0,2026-09-17T14:28:40.647702
93dbaf7e-994d-413b-bb14-95555099e2ac,51350e23-09ec-4387-b7fb-79c2ae10e1cb,TASK-ENG-001,CHILD-001,1,moderate,rule,"First, put your crayons in the box.",7,tap_and_place,local_template,rule_engine_v1,1,0.0,2026-09-17T14:28:40.715744
3db01421-b4c6-4900-8fce-67cf7e9f58e2,4c06e457-6e89-4783-b13d-09a6aa175de3,TASK-ENG-001,CHILD-001,1,moderate,fallback,"First, put your crayons in the box.",7,tap_and_place,local_fallback_template,rule_fallback_v1,6,0.0,2026-09-17T14:29:06.558069
2d745e12-a1d0-4885-8161-fe6fe17f9f44,efb7b888-299e-4e47-a976-829b88f4d672,TASK-ENG-002,CHILD-001,1,moderate,rule,Put each animal in its home.,6,drag_and_drop,local_template,rule_engine_v1,1,0.0,2026-09-17T14:29:06.586112
37aafd4e-1b5d-46d6-b369-a7d7da2098e5,efb7b888-299e-4e47-a976-829b88f4d672,TASK-ENG-002,CHILD-001,2,strong,rule,Find where the fish lives.,5,two_picture_choice,local_template,rule_engine_v1,2,0.0,2026-09-17T14:29:10.810548
c08b95a8-e334-4e47-9bb7-18e9b883ae79,d754efc0-2011-4ab3-b133-209a8b9652c9,TASK-ENG-002,CHILD-003,1,mild,rule,Put each animal in its home.,6,drag_and_drop,local_template,rule_engine_v1,1,0.0,2026-09-17T14:29:10.954076
bfe90f3a-42d0-4ee1-85b8-cc671e4491ea,d754efc0-2011-4ab3-b133-209a8b9652c9,TASK-ENG-002,CHILD-003,2,moderate,rule,Where does the fish live?,5,two_picture_choice,local_template,rule_engine_v1,0,0.0,2026-09-17T14:29:10.970146
3f31282d-cfbf-44c7-91d0-c7284c2575d7,a691cc4d-a8f0-4a4d-b740-8bd92d61053b,TASK-ENG-001,CHILD-001,1,moderate,rule,"First, put your crayons in the box.",7,tap_and_place,local_template,rule_engine_v1,1,0.0,2026-09-17T14:29:11.164197
b65cb3aa-2b58-4fc8-a4d6-06420e36372a,fec1b748-90f4-474c-a540-63941753d8dd,TASK-ENG-001,CHILD-001,1,moderate,fallback,"First, put your crayons in the box.",7,tap_and_place,local_fallback_template,rule_fallback_v1,4,0.0,2026-09-17T14:29:52.832843
613dbb17-7a8f-44d3-a1f3-be8d613f408d,d900c224-3d0c-426a-aada-9c62dd2a0a33,TASK-ENG-002,CHILD-001,1,moderate,rule,Put each animal in its home.,6,drag_and_drop,local_template,rule_engine_v1,3,0.0,2026-09-17T14:29:53.308444
2590cc38-0013-421b-ac84-b5c39825bca3,d900c224-3d0c-426a-aada-9c62dd2a0a33,TASK-ENG-002,CHILD-001,2,strong,rule,Find where the fish lives.,5,two_picture_choice,local_template,rule_engine_v1,2,0.0,2026-09-17T14:29:57.667503
a6f68366-82a0-482f-a087-7cae6b759fef,40ccaa61-20d1-48f7-809e-db5c0f169f23,TASK-ENG-002,CHILD-003,1,mild,rule,Put each animal in its home.,6,drag_and_drop,local_template,rule_engine_v1,1,0.0,2026-09-17T14:29:59.063181
de64752c-f366-46b7-bec2-a5ac13c6b937,40ccaa61-20d1-48f7-809e-db5c0f169f23,TASK-ENG-002,CHILD-003,2,moderate,rule,Where does the fish live?,5,two_picture_choice,local_template,rule_engine_v1,0,0.0,2026-09-17T14:29:59.303427
b66dfc7a-471b-4005-b890-92de33f60ace,9c6c837c-41e5-445f-bd91-504407889418,TASK-ENG-001,CHILD-001,1,moderate,rule,"First, put your crayons in the box.",7,tap_and_place,local_template,rule_engine_v1,1,0.0,2026-09-17T14:29:59.507779
709ee3e0-39ef-42eb-a75c-d8acf7189ed3,00f39220-9287-4d10-9136-001198d6ec79,TASK-ENG-001,CHILD-001,1,moderate,fallback,"First, put your crayons in the box.",7,tap_and_place,local_fallback_template,rule_fallback_v1,2,0.0,2026-09-17T14:30:47.035691
ef30ac88-9dbb-4925-841b-15326a510088,5068d31d-575a-43d1-b63c-b713e0646099,TASK-ENG-002,CHILD-001,1,moderate,rule,Put each animal in its home.,6,drag_and_drop,local_template,rule_engine_v1,1,0.0,2026-09-17T14:30:47.135846
9bc0311d-ddd1-428e-ba4c-b7273997c8c1,5068d31d-575a-43d1-b63c-b713e0646099,TASK-ENG-002,CHILD-001,2,strong,rule,Find where the fish lives.,5,two_picture_choice,local_template,rule_engine_v1,2,0.0,2026-09-17T14:30:49.995156
34163cde-0926-4ba2-a9f3-0e37fb9aa95b,5068d31d-575a-43d1-b63c-b713e0646099,TASK-ENG-002,CHILD-001,3,strong,rule,Look at fish. Choose: water or tree?,7,two_picture_choice,local_template,rule_engine_v1,1,0.0,2026-09-17T14:30:50.016813
4c78f2cd-c6f4-4f22-a0dc-b88e5fcdd8cc,cbac5c1c-69a4-4d3a-8149-bbf53bb9a817,TASK-ENG-002,CHILD-003,1,mild,rule,Put each animal in its home.,6,drag_and_drop,local_template,rule_engine_v1,0,0.0,2026-09-17T14:30:50.048768
2ec7de5c-8b44-44c9-abf3-4e4857348c67,cbac5c1c-69a4-4d3a-8149-bbf53bb9a817,TASK-ENG-002,CHILD-003,2,moderate,rule,Where does the fish live?,5,two_picture_choice,local_template,rule_engine_v1,0,0.0,2026-09-17T14:30:50.063447
8bdc4362-366f-442a-ad56-f647974483f0,743de994-2b74-4c99-ada9-2a803a990319,TASK-ENG-001,CHILD-001,1,moderate,rule,"First, put your crayons in the box.",7,tap_and_place,local_template,rule_engine_v1,1,0.0,2026-09-17T14:30:50.121656
9e54210d-0238-40ee-8372-5b7e2ba2859f,982f5ee0-85ac-4d16-8b1a-caafffca7453,TASK-ENG-001,CHILD-001,1,moderate,fallback,"First, put your crayons in the box.",7,tap_and_place,local_fallback_template,rule_fallback_v1,1,0.0,2026-09-17T14:33:09.674112
21298394-a291-4606-9768-95cc1af4f460,a9f31c9c-ac27-4625-accd-75acf25ed0ab,TASK-ENG-002,CHILD-001,1,moderate,rule,Put each animal in its home.,6,drag_and_drop,local_template,rule_engine_v1,1,0.0,2026-09-17T14:33:09.695441
1c0e64c1-3c9a-441f-b1b0-0f159f3a406b,a9f31c9c-ac27-4625-accd-75acf25ed0ab,TASK-ENG-002,CHILD-001,2,strong,rule,Find where the fish lives.,5,two_picture_choice,local_template,rule_engine_v1,1,0.0,2026-09-17T14:33:16.709553
2007c001-5e99-4f0f-8bb5-9704a14a4e1c,a9f31c9c-ac27-4625-accd-75acf25ed0ab,TASK-ENG-002,CHILD-001,3,strong,rule,Look at fish. Choose: water or tree?,7,two_picture_choice,local_template,rule_engine_v1,1,0.0,2026-09-17T14:33:16.725618
d660f103-3f44-4e8a-ac41-7ed5a3f8879a,bd2481c3-e2e8-4556-a0e4-37761ece6e97,TASK-ENG-002,CHILD-003,1,mild,rule,Put each animal in its home.,6,drag_and_drop,local_template,rule_engine_v1,1,0.0,2026-09-17T14:33:16.766978
498e128a-e333-43bf-80ba-68757ad028f9,bd2481c3-e2e8-4556-a0e4-37761ece6e97,TASK-ENG-002,CHILD-003,2,moderate,rule,Where does the fish live?,5,two_picture_choice,local_template,rule_engine_v1,0,0.0,2026-09-17T14:33:16.781843
93fd749b-c760-4789-a6cf-a53de2016391,6ef92ab2-bd58-48cd-8957-fc27c309940a,TASK-ENG-001,CHILD-001,1,moderate,rule,"First, put your crayons in the box.",7,tap_and_place,local_template,rule_engine_v1,1,0.0,2026-09-17T14:33:16.841170
7086130f-4402-499d-b56a-1a36a084273d,535c30bb-4616-4d36-8792-2f0df1cf695a,TASK-ENG-001,CHILD-001,1,moderate,fallback,"First, put your crayons in the box.",7,tap_and_place,local_fallback_template,rule_fallback_v1,1,0.0,2026-09-17T14:33:57.381198
05392cf0-c688-43a6-8ed9-6680749d92fa,883b487e-51c8-4e95-95da-c03e1246f3d1,TASK-ENG-002,CHILD-001,1,moderate,rule,Put each animal in its home.,6,drag_and_drop,local_template,rule_engine_v1,2,0.0,2026-09-17T14:33:57.409722
418019cd-8873-4b11-9da9-cf808d5074fc,883b487e-51c8-4e95-95da-c03e1246f3d1,TASK-ENG-002,CHILD-001,2,strong,rule,Find where the fish lives.,5,two_picture_choice,local_template,rule_engine_v1,1,0.0,2026-09-17T14:34:33.433914
dd628fd6-bae4-4129-9824-52d6826f0c6b,883b487e-51c8-4e95-95da-c03e1246f3d1,TASK-ENG-002,CHILD-001,3,strong,rule,Look at fish. Choose: water or tree?,7,two_picture_choice,local_template,rule_engine_v1,1,0.0,2026-09-17T14:34:33.454984
0d1ff4fb-7ded-4d9b-bded-8a56d350acac,bdb3348c-9c84-425d-a4f4-037c26a7ceba,TASK-ENG-002,CHILD-003,1,mild,rule,Put each animal in its home.,6,drag_and_drop,local_template,rule_engine_v1,1,0.0,2026-09-17T14:34:33.489319
e2251587-f6dc-4432-9f23-647bc402019d,bdb3348c-9c84-425d-a4f4-037c26a7ceba,TASK-ENG-002,CHILD-003,2,moderate,rule,Where does the fish live?,5,two_picture_choice,local_template,rule_engine_v1,0,0.0,2026-09-17T14:34:33.503124
bf1cfe8d-2723-4170-974b-5d083de83aa6,433f54d1-f19d-44ff-9341-e54de37caabd,TASK-ENG-001,CHILD-001,1,moderate,rule,"First, put your crayons in the box.",7,tap_and_place,local_template,rule_engine_v1,1,0.0,2026-09-17T14:34:33.558088
